Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Weatherconditions,Type_of_vehicle,Road_traffic_density,multiple_deliveries,Time_taken(min),distance,order_hour,pickup_hour,day_of_week,is_weekend,month
36.0,5.0,19.178321,72.834715,19.238321,72.894715,2022-03-28,Fog,motorcycle ,Jam ,0.0,32,9.16095526779498,20.0,20,Monday,0,3
38.0,4.7,25.45235,81.841889,25.46235,81.851889,2022-02-11,Sunny,motorcycle ,Low ,0.0,27,1.4962325732667767,8.0,9,Friday,0,2
24.0,4.4,21.175975,72.795503,21.225975,72.845503,2022-04-05,Stormy,motorcycle ,Jam ,1.0,32,7.589405570129272,21.0,22,Tuesday,0,4
37.0,4.6,22.751234,75.88949,22.761234,75.89949,2022-03-15,Sandstorms,scooter ,Low ,0.0,29,1.5103624222739924,8.0,8,Tuesday,0,3
30.0,4.6,19.254567,72.848923,19.314567,72.908923,2022-03-09,Sandstorms,electric_scooter ,Jam ,0.0,25,9.15898897653303,20.0,20,Wednesday,0,3
27.0,4.5,18.546947,73.900626,18.616947,73.970626,2022-03-31,Windy,scooter ,Low ,0.0,10,10.706315319294273,23.0,23,Thursday,0,3
37.0,3.5,23.374989,85.335486,23.444989,85.405486,2022-04-06,Cloudy,scooter ,Low ,0.0,37,10.549456138286754,22.0,23,Wednesday,0,4
39.0,4.8,18.554382,73.798206,18.584382,73.828206,2022-03-01,Fog,motorcycle ,Medium ,1.0,31,4.58857790572759,18.0,18,Tuesday,0,3
39.0,4.8,22.310526,73.170937,22.370526,73.230937,2022-04-01,Fog,motorcycle ,Jam ,1.0,37,9.07450346176405,19.0,20,Friday,0,4
30.0,4.7,13.005801,80.250744,13.115801,80.360744,2022-03-16,Fog,motorcycle ,Unknown,1.0,33,17.04198395713032,19.0,19,Wednesday,0,3
29.0,4.9,21.15276,72.778059,21.28276,72.908059,2022-03-02,Windy,motorcycle ,Jam ,1.0,33,19.731429221614068,20.0,20,Wednesday,0,3
30.0,4.7,17.411028,78.329645,17.461028,78.379645,2022-03-24,Stormy,motorcycle ,Jam ,0.0,21,7.6705511567506495,19.0,21,Thursday,0,3
30.0,4.7,19.003517,72.82765,19.133517,72.95765,2022-04-06,Cloudy,motorcycle ,Jam ,0.0,36,19.85650618354499,21.0,21,Wednesday,0,4
30.0,4.7,21.186608,72.794136,21.196608,72.804136,2022-03-28,Stormy,motorcycle ,Low ,1.0,25,1.5179250227137613,8.0,9,Monday,0,3
24.0,4.5,22.311603,73.165012,22.351603,73.205012,2022-04-03,Sandstorms,motorcycle ,Medium ,0.0,10,6.049844084741427,15.0,15,Sunday,1,4
37.0,4.9,12.323978,76.627961,12.453978,76.757961,2022-03-25,Sunny,scooter ,Medium ,1.0,18,20.16602752998432,18.0,18,Friday,0,3
32.0,4.2,26.891191,75.802083,27.021191,75.932083,2022-03-27,Fog,scooter ,Jam ,1.0,39,19.341808461134523,19.0,19,Sunday,1,3
29.0,4.9,22.527893,88.368628,22.587893,88.428628,2022-02-15,Cloudy,motorcycle ,Low ,1.0,18,9.068081137552026,22.0,22,Tuesday,0,2
34.0,4.2,11.02091,76.940432,11.06091,76.980432,2022-03-24,Fog,scooter ,High ,0.0,33,6.219472715578527,12.0,12,Thursday,0,3
35.0,4.5,17.430448,78.418213,17.450448,78.438213,2022-03-19,Windy,electric_scooter ,Low ,1.0,26,3.06818578795948,9.0,9,Saturday,1,3
35.0,4.5,30.893384,75.821202,30.933384,75.861202,2022-02-17,Sunny,motorcycle ,High ,1.0,22,5.855492677769209,14.0,15,Thursday,0,2
27.0,4.7,17.431477,78.40035,17.441477,78.41035,2022-03-15,Sunny,scooter ,Low ,1.0,15,1.5341084981792636,10.0,11,Tuesday,0,3
27.0,4.7,17.458998,78.500366,17.568998,78.610366,2022-04-02,Stormy,scooter ,Jam ,0.0,18,16.871835277515356,19.0,19,Saturday,1,4
22.0,4.5,22.310526,73.170937,22.360526,73.220937,2022-03-28,Fog,motorcycle ,Low ,0.0,15,7.562208879649091,23.0,23,Monday,0,3
31.0,4.7,19.121999,72.908493,19.131999,72.918493,2022-03-30,Fog,motorcycle ,Low ,0.0,20,1.5271741659788671,9.0,9,Wednesday,0,3
33.0,5.0,12.325461,76.632278,12.405461,76.712278,2022-04-06,Fog,motorcycle ,Medium ,3.0,42,12.410398980987171,17.0,18,Wednesday,0,4
37.0,4.3,19.091458,72.827808,19.131458,72.867808,2022-03-03,Fog,scooter ,High ,0.0,36,6.108962178720502,14.0,14,Thursday,0,3
20.0,4.0,22.725748,75.898497,22.835748,76.008497,2022-03-06,Cloudy,scooter ,Medium ,1.0,33,16.612640590667567,17.0,17,Sunday,1,3
32.0,5.0,19.879631,75.323403,19.969631,75.413403,2022-02-14,Windy,motorcycle ,Medium ,2.0,49,13.71330935553351,18.0,18,Monday,0,2
28.0,4.0,23.359407,85.325055,23.489407,85.455055,2022-04-02,Cloudy,electric_scooter ,Medium ,1.0,37,19.590887799045845,18.0,18,Saturday,1,4
36.0,4.2,22.725748,75.898497,22.795748,75.968497,2022-04-04,Sandstorms,motorcycle ,Jam ,2.0,47,10.572379018516337,22.0,22,Monday,0,4
35.0,4.5,12.975996,80.221898,12.985996,80.231898,2022-03-19,Sandstorms,scooter ,Low ,0.0,29,1.54950962213959,9.0,9,Saturday,1,3
25.0,4.3,17.450851,78.379347,17.560851,78.489347,2022-03-23,Windy,motorcycle ,Jam ,0.0,34,16.87218867218444,19.0,19,Wednesday,0,3
30.0,4.7,11.003681,76.975525,11.023681,76.995525,2022-03-09,Cloudy,motorcycle ,High ,1.0,21,3.109874895861276,19.0,11,Wednesday,0,3
36.0,4.2,17.433809,78.386744,17.473809,78.426744,2022-04-05,Cloudy,scooter ,High ,1.0,31,6.136161459879009,13.0,13,Tuesday,0,4
37.0,5.0,10.003064,76.307589,10.093064,76.397589,2022-02-12,Sandstorms,motorcycle ,Low ,0.0,17,14.015573350629213,23.0,23,Saturday,1,2
36.0,4.7,15.546594,73.760431,15.636594,73.850431,2022-02-18,Sandstorms,motorcycle ,Medium ,1.0,30,13.868994679656351,17.0,17,Friday,0,2
30.0,4.7,12.986047,80.218114,13.076047,80.308114,2022-03-02,Sunny,scooter ,Jam ,0.0,19,13.944242636152236,19.0,21,Wednesday,0,3
31.0,4.9,18.533811,73.899315,18.613811,73.979315,2022-03-14,Fog,motorcycle ,Medium ,0.0,35,12.236059722923288,17.0,18,Monday,0,3
39.0,4.2,26.911927,75.797282,26.991927,75.877282,2022-03-18,Sunny,motorcycle ,Jam ,2.0,38,11.90284831519326,19.0,19,Friday,0,3
23.0,4.3,11.006686,76.951736,11.136686,77.081736,2022-03-23,Stormy,motorcycle ,Jam ,1.0,31,20.21226394004648,21.0,21,Wednesday,0,3
21.0,5.0,11.022477,76.995667,11.052477,77.025667,2022-03-05,Sunny,scooter ,Low ,0.0,15,4.664630782215899,23.0,23,Saturday,1,3
31.0,4.6,19.003517,72.82765,19.063517,72.88765,2022-03-17,Cloudy,electric_scooter ,Medium ,0.0,19,9.165436705070867,17.0,17,Thursday,0,3
38.0,4.8,12.981615,80.231598,13.071615,80.321598,2022-03-06,Sunny,motorcycle ,Jam ,1.0,25,13.944361770296382,20.0,20,Sunday,1,3
28.0,4.7,18.994049,72.825203,19.064049,72.895203,2022-03-16,Cloudy,scooter ,Low ,1.0,28,10.693142439128849,23.0,0,Wednesday,0,3
30.0,4.7,15.157944,73.950889,15.207944,74.000889,2022-02-13,Sunny,scooter ,Low ,1.0,19,7.712142663574692,19.0,0,Sunday,1,2
28.0,5.0,12.284747,76.625861,12.364747,76.705861,2022-03-20,Windy,motorcycle ,Low ,0.0,17,12.41132278677692,23.0,23,Sunday,1,3
30.0,4.1,11.021278,76.995017,11.101278,77.075017,2022-04-02,Windy,scooter ,Jam ,1.0,44,12.438529701270443,20.0,20,Saturday,1,4
34.0,4.9,21.160437,72.774209,21.170437,72.784209,2022-03-17,Windy,scooter ,Low ,0.0,24,1.518047516938337,10.0,11,Thursday,0,3
29.0,5.0,21.160437,72.774209,21.170437,72.784209,2022-03-07,Cloudy,motorcycle ,Low ,1.0,24,1.518047516938337,9.0,9,Monday,0,3
35.0,4.9,26.905287,75.794592,26.965287,75.854592,2022-03-03,Sandstorms,scooter ,Medium ,1.0,28,8.92770872590978,18.0,18,Thursday,0,3
39.0,4.8,22.526461,88.364453,22.546461,88.384453,2022-02-13,Windy,scooter ,Low ,1.0,23,3.022905677192201,10.0,10,Sunday,1,2
23.0,4.6,10.006881,76.345397,10.036881,76.375397,2022-02-11,Sandstorms,motorcycle ,Low ,0.0,12,4.67204030658282,23.0,23,Friday,0,2
30.0,4.9,22.310237,73.158921,22.350237,73.198921,2022-03-07,Cloudy,motorcycle ,Medium ,1.0,25,6.049870868802052,16.0,16,Monday,0,3
28.0,4.8,21.175104,72.804342,21.265104,72.894342,2022-03-02,Sandstorms,scooter ,Low ,1.0,17,13.66012243987186,23.0,23,Wednesday,0,3
30.0,4.7,23.39925,85.390464,23.45925,85.450464,2022-03-17,Fog,electric_scooter ,Unknown,1.0,25,9.041800997209414,19.0,21,Thursday,0,3
20.0,4.8,12.3085,76.665808,12.3685,76.725808,2022-03-11,Sandstorms,scooter ,Low ,1.0,18,9.30825848212404,23.0,23,Friday,0,3
39.0,4.3,12.297954,76.665169,12.327954,76.695169,2022-03-15,Windy,motorcycle ,Medium ,0.0,38,4.654346370086994,17.0,17,Tuesday,0,3
22.0,4.7,21.157729,72.768726,21.287729,72.898726,2022-03-18,Sandstorms,motorcycle ,Low ,0.0,20,19.73112634923097,23.0,23,Friday,0,3
38.0,4.3,17.426228,78.407495,17.436228,78.417495,2022-03-07,Stormy,motorcycle ,Low ,1.0,26,1.534129114265342,8.0,8,Monday,0,3
25.0,4.6,23.353783,85.326967,23.443783,85.416967,2022-04-02,Cloudy,scooter ,Jam ,0.0,33,13.564100721659605,22.0,22,Saturday,1,4
33.0,4.8,12.352058,76.60665,12.412058,76.66665,2022-03-19,Fog,motorcycle ,Jam ,0.0,30,9.307516354290478,19.0,20,Saturday,1,3
35.0,4.8,12.972793,80.249982,13.052793,80.329982,2022-03-14,Stormy,motorcycle ,Medium ,1.0,28,12.395318433704212,18.0,19,Monday,0,3
20.0,4.6,21.175104,72.804342,21.235104,72.864342,2022-04-01,Stormy,motorcycle ,Medium ,0.0,23,9.107170517647797,19.0,19,Friday,0,4
39.0,4.3,12.304569,76.643622,12.394569,76.733622,2022-03-27,Sandstorms,scooter ,Jam ,1.0,32,13.962104738452698,19.0,19,Sunday,1,3
30.0,4.8,10.020683,76.310631,10.110683,76.400631,2022-02-16,Stormy,scooter ,Low ,0.0,22,14.015204568520303,23.0,23,Wednesday,0,2
39.0,4.7,12.323978,76.627961,12.383978,76.687961,2022-03-19,Fog,electric_scooter ,Jam ,2.0,39,9.30799506057405,21.0,22,Saturday,1,3
24.0,4.9,12.323225,76.630028,12.393225,76.700028,2022-03-20,Sandstorms,motorcycle ,Medium ,0.0,21,10.859243076522096,18.0,18,Sunday,1,3
37.0,4.3,19.176269,72.836721,19.206269,72.866721,2022-03-03,Cloudy,motorcycle ,Jam ,0.0,31,4.580697136311829,19.0,19,Thursday,0,3
33.0,4.8,15.157944,73.950889,15.177944,73.970889,2022-02-11,Stormy,motorcycle ,Low ,1.0,27,3.084960669565872,10.0,10,Friday,0,2
26.0,4.9,12.323194,76.630583,12.363194,76.670583,2022-03-26,Sunny,scooter ,Medium ,1.0,19,6.20545250887856,15.0,15,Saturday,1,3
21.0,4.5,15.157944,73.950889,15.227944,74.020889,2022-02-18,Stormy,motorcycle ,Low ,0.0,18,10.796757714558938,23.0,23,Friday,0,2
21.0,4.7,23.359033,85.325347,23.369033,85.335347,2022-03-03,Sandstorms,motorcycle ,Low ,1.0,16,1.507299613990991,10.0,11,Thursday,0,3
27.0,4.9,18.530963,73.828972,18.640963,73.938972,2022-03-27,Windy,scooter ,Jam ,1.0,16,16.824024800777703,21.0,21,Sunday,1,3
26.0,4.7,26.902908,75.792934,26.922908,75.812934,2022-03-19,Cloudy,motorcycle ,Low ,0.0,19,2.976159387613671,8.0,8,Saturday,1,3
37.0,4.9,27.161661,78.011544,27.291661,78.141544,2022-02-18,Sunny,motorcycle ,Jam ,1.0,42,19.321568956564253,21.0,21,Friday,0,2
22.0,4.7,12.933298,77.614293,13.043298,77.724293,2022-03-16,Windy,scooter ,Jam ,1.0,20,17.04436521372678,21.0,21,Wednesday,0,3
32.0,4.9,17.426228,78.407495,17.446228,78.427495,2022-04-03,Sandstorms,motorcycle ,Low ,1.0,20,3.068218944934137,10.0,10,Sunday,1,4
37.0,4.6,17.428294,78.404423,17.518294,78.494423,2022-04-04,Windy,motorcycle ,Medium ,2.0,41,13.805672692220188,17.0,17,Monday,0,4
33.0,4.7,22.547186,88.35068,22.577185,88.38068,2022-02-17,Sandstorms,motorcycle ,Jam ,1.0,42,4.533895864775192,21.0,21,Thursday,0,2
29.0,4.8,12.935662,77.61413,13.065662,77.74413,2022-03-04,Stormy,motorcycle ,Medium ,0.0,25,20.142861143258497,18.0,18,Friday,0,3
37.0,4.3,19.091458,72.827808,19.181458,72.917808,2022-04-02,Stormy,scooter ,Medium ,1.0,37,13.744202599729608,17.0,17,Saturday,1,4
30.0,4.7,12.975996,80.221898,13.005996,80.251898,2022-04-01,Fog,motorcycle ,Low ,1.0,15,4.648439519378341,22.0,22,Friday,0,4
30.0,4.7,12.979166,77.640709,13.089166,77.750709,2022-03-10,Fog,electric_scooter ,Unknown,1.0,39,17.042860218698433,19.0,19,Thursday,0,3
20.0,4.4,21.149834,72.778666,21.159834,72.788666,2022-03-19,Stormy,motorcycle ,Low ,1.0,28,1.5180971067313231,10.0,10,Saturday,1,3
28.0,4.8,18.563934,73.915367,18.633934,73.985367,2022-03-14,Sandstorms,motorcycle ,Low ,1.0,22,10.70582002870246,22.0,22,Monday,0,3
23.0,5.0,23.359407,85.325055,23.389407,85.355055,2022-03-24,Cloudy,motorcycle ,Low ,0.0,13,4.521740183910015,23.0,23,Thursday,0,3
39.0,4.9,12.334022,76.618203,12.464022,76.748203,2022-04-04,Sunny,motorcycle ,Medium ,0.0,38,20.16565578336928,17.0,17,Monday,0,4
35.0,4.9,12.284747,76.625861,12.334747,76.675861,2022-03-07,Sandstorms,motorcycle ,Jam ,1.0,29,7.757289219988356,20.0,20,Monday,0,3
35.0,4.9,22.745049,75.892471,22.795049,75.942471,2022-03-05,Fog,scooter ,Low ,0.0,18,7.551467694331916,23.0,23,Saturday,1,3
28.0,4.7,17.422819,78.449578,17.442819,78.469578,2022-03-30,Fog,motorcycle ,Low ,0.0,18,3.0682457244058714,9.0,9,Wednesday,0,3
28.0,4.8,17.429585,78.392621,17.499585,78.462621,2022-04-06,Sunny,scooter ,Jam ,0.0,20,10.737985595793411,20.0,20,Wednesday,0,4
28.0,4.8,22.308096,73.167753,22.358096,73.217753,2022-03-03,Stormy,electric_scooter ,Jam ,1.0,25,7.562268445733439,21.0,21,Thursday,0,3
38.0,4.7,11.000762,76.981876,11.040762,77.021876,2022-03-03,Stormy,scooter ,Medium ,1.0,28,6.219677761889015,15.0,16,Thursday,0,3
38.0,4.7,21.149669,72.772629,21.189669,72.812629,2022-03-09,Windy,motorcycle ,High ,1.0,30,6.072110787370805,14.0,14,Wednesday,0,3
22.0,4.9,22.75004,75.902847,22.77004,75.922847,2022-03-11,Stormy,motorcycle ,Low ,0.0,10,3.0206869079039604,8.0,8,Friday,0,3
35.0,4.6,21.175975,72.795503,21.195975,72.815503,2022-04-05,Fog,scooter ,Low ,0.0,17,3.035902790349682,8.0,9,Tuesday,0,4
24.0,4.6,22.533662,88.366217,22.543662,88.376217,2022-02-17,Fog,scooter ,Low ,0.0,19,1.5114419677245945,8.0,9,Thursday,0,2
21.0,4.6,11.016298,76.972076,11.046298,77.002076,2022-03-11,Stormy,motorcycle ,Medium ,0.0,23,4.664677959716757,17.0,18,Friday,0,3
26.0,4.6,22.310526,73.170937,22.370526,73.230937,2022-03-09,Windy,motorcycle ,Low ,1.0,16,9.07450346176405,23.0,23,Wednesday,0,3
20.0,4.7,13.044694,80.26147,13.064694,80.28147,2022-03-26,Fog,motorcycle ,Low ,1.0,13,3.0985793628085028,10.0,10,Saturday,1,3
28.0,4.7,22.31279,73.170283,22.36279,73.220283,2022-03-03,Sunny,motorcycle ,Medium ,0.0,15,7.562153377641838,18.0,18,Thursday,0,3
25.0,4.7,23.359033,85.325347,23.409033,85.375347,2022-03-17,Windy,scooter ,Jam ,1.0,27,7.535988122581268,20.0,20,Thursday,0,3
28.0,4.5,18.636215,73.751081,18.706215,73.821081,2022-03-14,Sandstorms,scooter ,Medium ,1.0,20,10.703707932834972,19.0,19,Monday,0,3
36.0,4.3,12.98041,77.640489,13.04041,77.700489,2022-04-01,Sandstorms,motorcycle ,Medium ,1.0,33,9.296531667508525,18.0,19,Friday,0,4
34.0,4.1,19.12663,72.829976,19.14663,72.849976,2022-03-09,Windy,motorcycle ,Low ,1.0,30,3.054265978481412,8.0,9,Wednesday,0,3
33.0,4.6,22.308096,73.167753,22.358096,73.217753,2022-04-05,Sandstorms,scooter ,Low ,0.0,20,7.562268445733439,22.0,22,Tuesday,0,4
27.0,4.6,13.02978,80.208812,13.03978,80.218812,2022-03-15,Fog,motorcycle ,High ,1.0,28,1.549349231718562,11.0,11,Tuesday,0,3
28.0,4.7,11.001753,76.986241,11.061753,77.046241,2022-03-07,Cloudy,motorcycle ,Jam ,0.0,25,9.329348795430038,21.0,21,Monday,0,3
20.0,4.6,22.727021,75.884167,22.757021,75.914167,2022-03-03,Stormy,motorcycle ,Jam ,1.0,15,4.53129961390224,20.0,20,Thursday,0,3
35.0,4.9,11.006686,76.951736,11.016686,76.961736,2022-03-13,Sandstorms,scooter ,Low ,1.0,22,1.5549425189079678,8.0,8,Sunday,1,3
28.0,4.0,19.178321,72.834715,19.188321,72.844715,2022-03-01,Fog,motorcycle ,High ,1.0,34,1.5269331229160863,12.0,12,Tuesday,0,3
20.0,4.2,12.933284,77.615428,12.993284,77.675428,2022-03-03,Sunny,motorcycle ,Jam ,1.0,46,9.2973735755487,21.0,21,Thursday,0,3
33.0,5.0,21.186438,72.794115,21.226438,72.834115,2022-03-30,Fog,electric_scooter ,High ,1.0,29,6.071422120848535,13.0,13,Wednesday,0,3
24.0,4.7,30.890184,75.829615,30.930184,75.869615,2022-02-15,Fog,scooter ,High ,1.0,26,5.855574101464678,13.0,13,Tuesday,0,2
33.0,4.6,12.979166,77.640709,13.009166,77.670709,2022-03-03,Windy,motorcycle ,Jam ,1.0,34,4.648411191327598,21.0,21,Thursday,0,3
20.0,4.8,22.651847,75.881991,22.731847,75.961991,2022-04-06,Windy,scooter ,Low ,1.0,18,12.085461869670294,22.0,22,Wednesday,0,4
25.0,4.5,13.02978,80.208812,13.06978,80.248812,2022-04-05,Sandstorms,motorcycle ,Medium ,1.0,18,6.197217478385286,15.0,15,Tuesday,0,4
31.0,3.9,12.323225,76.630028,12.433225,76.740028,2022-03-23,Windy,motorcycle ,Medium ,1.0,38,17.06389883948774,18.0,18,Wednesday,0,3
21.0,4.7,15.49395,73.827423,15.51395,73.847423,2022-02-13,Stormy,scooter ,Low ,1.0,13,3.082617988429335,8.0,8,Sunday,1,2
24.0,4.2,27.201725,78.007553,27.221725,78.027553,2022-02-17,Stormy,motorcycle ,Low ,1.0,22,2.972722211228492,9.0,10,Thursday,0,2
39.0,5.0,17.422819,78.449578,17.512819,78.539578,2022-03-06,Fog,motorcycle ,Medium ,1.0,37,13.80586660077758,17.0,17,Sunday,1,3
20.0,4.6,19.254567,72.848923,19.344567,72.938923,2022-03-31,Windy,scooter ,Jam ,1.0,19,13.737901435757422,19.0,19,Thursday,0,3
29.0,5.0,19.121999,72.908493,19.181999,72.968493,2022-03-21,Windy,motorcycle ,Jam ,1.0,32,9.162403230196174,21.0,21,Monday,0,3
23.0,4.8,22.745049,75.892471,22.755049,75.902471,2022-03-30,Fog,motorcycle ,Low ,1.0,17,1.510393234064176,8.0,8,Wednesday,0,3
36.0,4.1,12.316967,76.603067,12.376967,76.663067,2022-04-05,Stormy,motorcycle ,Low ,0.0,25,9.308114420769895,22.0,22,Tuesday,0,4
38.0,4.6,22.722634,75.886959,22.762634,75.926959,2022-03-07,Sunny,motorcycle ,Medium ,1.0,23,6.041720567260046,16.0,17,Monday,0,3
26.0,4.9,12.934179,77.615797,12.954179,77.635797,2022-03-11,Fog,motorcycle ,High ,1.0,21,3.099238091225855,11.0,11,Friday,0,3
26.0,4.7,19.1813,72.836191,19.2613,72.916191,2022-04-02,Windy,scooter ,Low ,1.0,19,12.214161102936735,0.0,0,Saturday,1,4
25.0,4.5,21.186608,72.794136,21.256608,72.864136,2022-03-29,Stormy,motorcycle ,Jam ,1.0,23,10.624490627783391,21.0,21,Tuesday,0,3
35.0,4.8,22.744648,75.894377,22.754648,75.904377,2022-03-15,Stormy,scooter ,High ,1.0,27,1.510395231475433,11.0,11,Tuesday,0,3
29.0,5.0,15.561295,73.749478,15.651295,73.839478,2022-02-14,Cloudy,motorcycle ,Medium ,2.0,43,13.868526023871494,17.0,17,Monday,0,2
22.0,4.9,26.47775,80.351569,26.60775,80.481569,2022-02-18,Fog,electric_scooter ,Medium ,1.0,25,19.37243551628068,18.0,18,Friday,0,2
30.0,4.7,13.027018,80.254791,13.117018,80.344791,2022-03-16,Cloudy,scooter ,Medium ,1.0,30,13.943139482101484,19.0,19,Wednesday,0,3
30.0,4.7,26.913483,75.803139,27.043483,75.933139,2022-03-20,Fog,motorcycle ,Jam ,3.0,47,19.3401463924332,21.0,22,Sunday,1,3
32.0,5.0,22.725835,75.887648,22.735835,75.897648,2022-03-21,Sunny,motorcycle ,High ,1.0,20,1.510488906470836,11.0,11,Monday,0,3
23.0,4.6,26.88842,75.800689,26.97842,75.890689,2022-04-06,Sandstorms,motorcycle ,Jam ,1.0,19,13.391658696402146,20.0,20,Wednesday,0,4
26.0,4.9,11.024839,77.007003,11.094839,77.077003,2022-03-29,Stormy,motorcycle ,Jam ,0.0,30,10.88373929906829,21.0,21,Tuesday,0,3
28.0,4.6,21.149669,72.772629,21.229669,72.852629,2022-03-06,Sunny,scooter ,Medium ,0.0,14,12.143472113202598,17.0,17,Sunday,1,3
38.0,4.9,22.753839,75.897429,22.843839,75.987429,2022-04-04,Sandstorms,scooter ,Low ,0.0,17,13.591348775490044,23.0,23,Monday,0,4
25.0,4.8,17.483216,78.552111,17.513216,78.582111,2022-04-01,Sandstorms,motorcycle ,Medium ,1.0,22,4.601596715849004,18.0,18,Friday,0,4
26.0,5.0,22.32,73.17,22.4,73.25,2022-03-06,Stormy,scooter ,Jam ,1.0,28,12.098573372267708,20.0,20,Sunday,1,3
39.0,4.9,12.914264,77.6784,12.954264,77.7184,2022-03-15,Cloudy,motorcycle ,High ,1.0,33,6.198593801100851,14.0,14,Tuesday,0,3
25.0,4.9,18.520016,73.830547,18.610016,73.920547,2022-03-16,Stormy,scooter ,Medium ,1.0,16,13.76589635237766,18.0,18,Wednesday,0,3
26.0,4.6,15.5696,73.742294,15.6396,73.812294,2022-02-16,Fog,motorcycle ,Low ,1.0,26,10.786673667993906,22.0,22,Wednesday,0,2
38.0,4.6,23.264015,77.408236,23.274015,77.418236,2022-02-11,Cloudy,motorcycle ,Low ,1.0,23,1.5077829707997517,8.0,8,Friday,0,2
24.0,4.6,30.332735,78.054222,30.462735,78.184222,2022-02-18,Sunny,scooter ,Jam ,1.0,21,19.072733999238125,21.0,21,Friday,0,2
35.0,4.3,26.902328,75.794257,26.932328,75.824257,2022-03-17,Sandstorms,motorcycle ,Jam ,1.0,33,4.464163123690179,19.0,19,Thursday,0,3
33.0,4.6,22.727021,75.884167,22.837021,75.994167,2022-03-25,Windy,scooter ,Jam ,1.0,29,16.612570757543295,21.0,21,Friday,0,3
30.0,4.7,17.450851,78.379347,17.560851,78.489347,2022-03-08,Sunny,motorcycle ,Medium ,0.0,20,16.87218867218444,18.0,18,Tuesday,0,3
33.0,4.7,21.173493,72.801953,21.203493,72.831953,2022-03-05,Sunny,scooter ,Jam ,1.0,16,4.553818794873717,22.0,22,Saturday,1,3
39.0,4.9,12.949934,77.699386,13.009934,77.759386,2022-03-30,Cloudy,motorcycle ,Jam ,1.0,33,9.297076456518704,21.0,21,Wednesday,0,3
26.0,4.9,17.430448,78.418213,17.560448,78.548213,2022-03-25,Cloudy,scooter ,Jam ,3.0,43,19.94039158436463,21.0,21,Friday,0,3
28.0,4.7,21.186608,72.794136,21.276608,72.884136,2022-03-14,Windy,scooter ,Jam ,1.0,22,13.659636883890228,20.0,20,Monday,0,3
20.0,4.7,13.026286,80.275235,13.136286,80.385235,2022-03-20,Windy,electric_scooter ,Jam ,1.0,19,17.041308859939207,21.0,22,Sunday,1,3
25.0,4.0,17.411028,78.329645,17.541028,78.459645,2022-03-31,Cloudy,electric_scooter ,Medium ,1.0,34,19.941385867885916,18.0,18,Thursday,0,3
29.0,4.9,19.875908,75.358888,19.965908,75.448888,2022-02-12,Windy,motorcycle ,Medium ,0.0,29,13.713457909830511,18.0,18,Saturday,1,2
37.0,4.8,19.221315,72.862381,19.271315,72.912381,2022-03-21,Stormy,motorcycle ,Medium ,1.0,30,7.633313679223672,18.0,18,Monday,0,3
32.0,4.9,26.474986,80.342796,26.484986,80.352796,2022-02-15,Fog,scooter ,Low ,1.0,16,1.4905427242088978,9.0,10,Tuesday,0,2
22.0,4.8,19.22384,72.841347,19.23384,72.851347,2022-03-17,Stormy,scooter ,High ,0.0,15,1.5267378464998715,11.0,11,Thursday,0,3
28.0,4.6,17.433809,78.386744,17.513809,78.466744,2022-03-08,Cloudy,scooter ,Jam ,1.0,39,12.271693017352291,20.0,20,Tuesday,0,3
25.0,4.7,18.530963,73.828972,18.640963,73.938972,2022-03-06,Sandstorms,motorcycle ,Low ,1.0,16,16.824024800777703,22.0,22,Sunday,1,3
39.0,4.9,12.933298,77.614293,12.983298,77.664293,2022-03-11,Fog,scooter ,Low ,1.0,17,7.747885462548287,23.0,23,Friday,0,3
20.0,4.8,26.914142,75.805704,26.934142,75.825704,2022-03-15,Sunny,scooter ,Low ,1.0,20,2.9760307123797003,9.0,10,Tuesday,0,3
31.0,4.5,26.956431,75.776649,26.976431,75.796649,2022-03-21,Sandstorms,scooter ,Low ,0.0,29,2.975545947584384,8.0,8,Monday,0,3
38.0,4.7,26.849596,75.800512,26.869596,75.820512,2022-03-07,Cloudy,scooter ,Low ,0.0,15,2.9767694453812323,9.0,9,Monday,0,3
22.0,4.2,22.310329,73.169083,22.330329,73.189083,2022-03-24,Stormy,motorcycle ,Low ,1.0,18,3.0250325843898467,10.0,10,Thursday,0,3
33.0,3.9,26.846156,75.8023,26.956156,75.9123,2022-03-02,Stormy,scooter ,Medium ,1.0,34,16.369614602872474,18.0,18,Wednesday,0,3
24.0,4.6,11.025083,77.015393,11.105083,77.095393,2022-03-06,Sandstorms,motorcycle ,Medium ,1.0,26,12.438452034187614,18.0,18,Sunday,1,3
23.0,5.0,22.75004,75.902847,22.86004,76.012847,2022-03-14,Stormy,motorcycle ,Jam ,1.0,25,16.611307423270418,20.0,20,Monday,0,3
34.0,3.7,18.56245,73.916619,18.64245,73.996619,2022-03-02,Cloudy,scooter ,Low ,1.0,37,12.235105512421493,23.0,23,Wednesday,0,3
37.0,4.8,17.429585,78.392621,17.449585,78.412621,2022-03-30,Fog,scooter ,High ,1.0,29,3.0681925692392165,12.0,12,Wednesday,0,3
21.0,4.9,26.956431,75.776649,27.096431,75.916649,2022-04-06,Stormy,motorcycle ,Jam ,0.0,18,20.82399540351757,21.0,21,Wednesday,0,4
